artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,user,artists_song
Jodie Nicholson,3UKeJqND3iyFxGOUPLq9Be,28.0,[unknown],Move,0uC9TLhWJodLYOiDqzyFzJ,Move,5xCEmnVaMNIR8mJi4xi89s,31.0,0.394,0.435,5.0,-13.92,0.0,0.0624,0.847,0.746,0.106,0.0382,131.913,236328.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Jodie NicholsonMove
Rhineland,4vMdQrvTXjEPjscJjTnp0a,20.0,[unknown],Burning,3jrq8ozgsWw0llSWNe2dL5,Burning,21OBrUPHGOgYgI5A9doLIA,10.0,0.578,0.725,8.0,-7.08,1.0,0.0268,0.00108,0.0997,0.109,0.223,105.009,235227.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,RhinelandBurning
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation - December 2020,49CtRyn9wPPm2oRQGdbv7l,Everything Uncovered,5alJB8L4moodCRBqcHOdIq,0.0,0.468,0.588,7.0,-10.911,1.0,0.068,0.202,0.00948,0.0808,0.224,150.051,252641.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Various ArtistsEverything Uncovered
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation - December 2020,43jm8x99GPk4eZYk5sH5Q8,Waves,5cjNTGk5oNcyAm96j7hD41,0.0,0.799,0.475,0.0,-9.039,1.0,0.0311,0.0392,0.0019,0.102,0.451,124.018,201923.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Various ArtistsWaves
TENTS,6UEOudUMOVOVUgAuVos294,13.0,[unknown],Laser Beam Light,5yVUkkR3tlusKCN6gbqs3N,Laser Beam Light,4WCRqc9ztrEW1LwaB6japd,11.0,0.623,0.66,9.0,-9.276,1.0,0.0541,0.528,0.0154,0.191,0.239,75.984,203125.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,TENTSLaser Beam Light
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation - April 2021,5LepOSGogmdpxI66XahqRy,You Know,0mPaSxhJ9GgAklB9jynawC,0.0,0.404,0.546,8.0,-9.48,0.0,0.0277,0.352,0.391,0.0996,0.166,142.099,207893.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Various ArtistsYou Know
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation - April 2021,5igSlwtKwAAKTYW24uD3sM,Missing You Now,2169RIYGsPnnKRPMc8bDvz,0.0,0.614,0.664,7.0,-6.211,1.0,0.0258,0.0082,0.106,0.101,0.527,91.997,260881.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Various ArtistsMissing You Now
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation - April 2021,5igSlwtKwAAKTYW24uD3sM,Pick Me up Tonight,2GCwz3khVGKilgM6XRiPf0,0.0,0.489,0.629,5.0,-9.608,0.0,0.0332,0.0353,0.38,0.258,0.237,127.887,212000.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Various ArtistsPick Me up Tonight
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,70.0,"[australian indie folk, indie folk, stomp and holler]",Walk Above the City (feat. MARO),437GKySGOeGJ223PSQLQ6K,Walk Above the City (feat. MARO),6qRIH2KDx2NW81J2PR5Lke,0.0,0.685,0.246,0.0,-17.597,1.0,0.0272,0.87,0.485,0.109,0.292,99.016,240171.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,The Paper KitesWalk Above the City (feat. MARO)
By The Coast,2iewjEprGDCLtGNGLHSdqm,39.0,[unknown],Radio Wave,1N63ztyJfvjbdSfih6Comf,Radio Wave,5XGbOYHx7XdETaHNXJ61Wu,16.0,0.493,0.403,4.0,-12.63,1.0,0.031,0.125,0.49,0.163,0.127,178.004,264673.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,By The CoastRadio Wave
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - May 2021,2pzICDbh0v9R99GAhh54NF,Drive All Night,4U5N1toTPzCJCh4kQkXF3Q,0.0,0.45,0.555,7.0,-8.071,1.0,0.0424,0.0846,1.27e-06,0.0684,0.326,85.874,221402.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Various ArtistsDrive All Night
NIGHT TRAVELER,1Yybte8g5co6ZQaFZdhMQH,40.0,[hopebeat],Dreams You Don't Forget,3PJe5CI9HcvQaQtDvCZmS4,Killer,42I9tq6REnLRlb92sSQg5m,26.0,0.48,0.594,5.0,-9.203,1.0,0.0293,0.316,0.000411,0.102,0.267,83.979,318667.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,NIGHT TRAVELERKiller
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - August 2021,0wAliXc27WlkrxxOBxcVuD,All In,4K05d4AqKxo7C36Ub1Ahmx,0.0,0.566,0.706,8.0,-9.096,1.0,0.0513,0.315,0.923,0.0826,0.683,149.961,194561.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Various ArtistsAll In
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Downtown Lights,1lMfJDO7brwUWlcr7RdOq5,0.0,0.633,0.648,8.0,-7.729,0.0,0.0235,0.000187,0.00671,0.34,0.464,105.975,237067.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Various ArtistsDowntown Lights
Young in the City,6Hi6gu0v6GKi2CnXomGAHg,27.0,[unknown],II,20ZbfrkLWVXaInsslOqd8m,Annie,7ebOfMtf3soOxRTcmEghH8,34.0,0.549,0.439,3.0,-11.089,1.0,0.0315,0.552,0.0571,0.123,0.527,171.925,265280.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Young in the CityAnnie
NIGHT TRAVELER,1Yybte8g5co6ZQaFZdhMQH,40.0,[hopebeat],Dreams You Don't Forget,3PJe5CI9HcvQaQtDvCZmS4,Surefire,3yTPovBS6q8zcevTR3UowE,24.0,0.603,0.725,2.0,-6.904,1.0,0.0346,0.0375,0.000331,0.0583,0.498,116.997,280093.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,NIGHT TRAVELERSurefire
Tom Speight,02U4dXZhGSo07f66l8JZ91,53.0,"[indie folk, indiecoustica, viral pop]",Feel the Night,5wlRaLX971FI816pA5ubb7,Feel the Night,0FeMcfh8VQJGqwxA43wDfV,0.0,0.545,0.846,0.0,-6.181,0.0,0.0494,0.0542,3.19e-05,0.352,0.644,133.939,190427.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Tom SpeightFeel the Night
Siiga,0clzNEJT9mlytQHxiXV1AH,15.0,[unknown],Gemini Rising,0mgv9NIk0ZbVu5Evoj0E7k,Atlantic 252,2FTBt9ExHzNgQfVXSqrpsM,8.0,0.49,0.781,11.0,-7.829,1.0,0.0291,0.00199,0.638,0.221,0.446,157.997,300613.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,SiigaAtlantic 252
Young Mister,4NuiDXtUaaclXGNEPQYBBx,44.0,[north carolina indie],Still Young,4FEaIcwAyQQRpWT3atOPHI,Still Young,2ASxiGTpgNUXsgQlyWrTTx,18.0,0.661,0.724,2.0,-6.532,1.0,0.0312,0.296,1.59e-06,0.0869,0.571,129.974,205369.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Young MisterStill Young
Jenny Kern,4SuBL2GsDPfdX1oeOUDvA0,24.0,[unknown],Where Did The Time Go,28QqUNzHm0Us9E39qYXZZY,Where Did The Time Go,5MK3ieVJOsl4cJxHALNawx,7.0,0.614,0.566,10.0,-10.617,1.0,0.0641,0.825,0.00487,0.0952,0.122,113.944,252760.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,Jenny KernWhere Did The Time Go
David Nevory,2UfNQbWhyIvKplQbVfTF4w,40.0,[unknown],You & the Sea,7CpwoShqHbzQeR3GZOUzuE,You & the Sea,6C0CiANf5HJCckhrhmkZTB,39.0,0.636,0.578,0.0,-9.713,0.0,0.0283,0.0253,0.00533,0.112,0.311,122.969,204878.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,David NevoryYou & the Sea
BEL,2ts6M8dSQ1GYdVF2ZeCyy6,29.0,[unknown],mason jar / wanna be,0fKp8beezInGKO2Rqw7cLh,mason jar,44MDRUBb2OWMXznojxHMS4,23.0,0.565,0.723,8.0,-7.614,1.0,0.0267,0.0693,0.0124,0.169,0.603,131.031,220227.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,BELmason jar
Township,2Vs3yC6wp5GVocVYcukOct,18.0,[unknown],Already Want You Back,5bqzyvK7G6c62iyIf7ZmpG,Already Want You Back,4SpSZU4kZi2aLDWbyn0gZ7,14.0,0.464,0.74,0.0,-6.336,1.0,0.0274,0.000168,0.0419,0.128,0.3,75.003,200200.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,TownshipAlready Want You Back
By The Coast,2iewjEprGDCLtGNGLHSdqm,39.0,[unknown],Part of Me (Acoustic),5QFxcRS4ZFkO5q1CUTYSYc,Part of Me (Acoustic),3tOvEreu7apG6rGQTZWjOj,28.0,0.507,0.4,8.0,-11.004,1.0,0.0275,0.875,0.00977,0.121,0.585,79.986,222000.0,4.0,night drive. 🌃 - An Indie/Alternative Playlist,alexrainbirdMusic,By The CoastPart of Me (Acoustic)
SAILR,3OjFBZXDBX6mrezQFaadGa,33.0,[indiecoustica],Sleep,64yY94NWp7SLOnfSuBxqDo,Sleep,1ohJIGViKWtc2yOiypmeMu,23.0,0.333,0.377,6.0,-13.59,1.0,0.0284,0.461,0.0233,0.0792,0.181,89.853,218160.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,SAILRSleep
Movediz,3DViZvLvO2St6Rpcchvn9I,22.0,[unknown],Stories,4yrbQvn4Xh7R0Ey2ZjWrA2,Tenderness,6BJXV2SOKo0zAXUByLGvXe,33.0,0.161,0.105,0.0,-19.952,1.0,0.0366,0.953,0.952,0.124,0.0548,96.343,159910.0,3.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,MovedizTenderness
Hayfitz,6Ll2krEOObQ8m7QFbmG10y,20.0,[modern indie folk],Pinpoint,0pFeB7f5ny4A97VJDW2JCl,Pinpoint,3H5cTDmtB586AtXXnUwYrj,17.0,0.544,0.194,1.0,-17.312,1.0,0.0414,0.934,0.0215,0.0938,0.312,96.872,264555.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,HayfitzPinpoint
MishCatt,4nljnlPiswjFIoVpLGn8Wc,42.0,"[indie tico, pop costarricense]",Midnight Sun (Acoustic Version),3fj2hkIP9fJ0VO1zNfmlQS,Midnight Sun - Acoustic Version,5EDuUGbmpvQKGZX1XPxje0,38.0,0.59,0.0991,1.0,-15.925,1.0,0.049,0.915,4.71e-06,0.109,0.268,117.543,193906.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,MishCattMidnight Sun - Acoustic Version
Vian Izak,46U5WmejGzsPqUiw3Uw0Xq,55.0,"[indiecoustica, pop rock]",The Navigator,78O2wOML0NLXscE209odFs,Call the Nightingale,5VNs9uQNCdGyw46LJeqYYI,0.0,0.609,0.148,4.0,-11.188,1.0,0.0402,0.96,0.000303,0.0879,0.402,142.457,105422.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Vian IzakCall the Nightingale
Hanging Valleys,6KGv0PaZVxmtUozMBfsOaO,47.0,[pop folk],The Shining Mountain,6B656NRBZI1KLTFRRMCTNs,The Shining Mountain,4kfmf5nyNpHEl2fdH0pMgL,0.0,0.496,0.194,6.0,-21.42,1.0,0.0295,0.91,0.883,0.0902,0.143,143.931,233093.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Hanging ValleysThe Shining Mountain
Roary,1RLZPXW7wtkg92bfPZMKWd,36.0,[unknown],Trace,2AGlMWozD85wmM0e3drKUe,Trace,3mXubLNYHySvjm4qjwM0H3,0.0,0.245,0.155,2.0,-18.322,1.0,0.0325,0.949,0.967,0.0593,0.0355,139.991,173400.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,RoaryTrace
Julia Church,4dHGNdVhBxCJUyMk9dR727,52.0,[unknown],Shiloh,6BpvHghrcCtSKXe7rTYevD,Shiloh,6S2YNUnLEUUT4LejZE6WMM,0.0,0.349,0.153,1.0,-15.867,0.0,0.0282,0.891,0.0,0.193,0.19,93.937,197852.0,5.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Julia ChurchShiloh
NIGHT TRAVELER,1Yybte8g5co6ZQaFZdhMQH,40.0,[hopebeat],Native Nights,3DV4GjZ7aj4Pd2BgifyeWM,Electric Love (Native),05yv70L6rqSHiWMDFVZS3H,0.0,0.55,0.207,4.0,-14.142,1.0,0.0311,0.904,0.0179,0.0993,0.306,137.884,228689.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,NIGHT TRAVELERElectric Love (Native)
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,42.0,[unknown],Rita,6UWvSStqjTQ03N9PmHMlF6,Rita,42Q6GypEXYT1UWg2GS0kq3,0.0,0.316,0.154,10.0,-14.454,1.0,0.0309,0.99,0.00128,0.109,0.314,154.816,173077.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Mark DiamondRita
OK Button,7AxSUtuKtKJDgd5onJazg9,13.0,[scottish indie],Verso (Winter Version),31E5Jwh5DuekoYk2RHoYk0,Verso - Winter Version,58LEENlA5MNEnhuODF3lgr,13.0,0.574,0.371,0.0,-14.622,1.0,0.0382,0.968,0.543,0.0996,0.326,146.084,205988.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,OK ButtonVerso - Winter Version
lindsay,5rar25ejTh6Z3bZ2MhiAfS,21.0,[unknown],ASMR Love Letters,6fjTIItESecqnF6R9ohQZr,Iris,2OyTf2V9AsIKYjxOdevQYB,0.0,0.505,0.204,4.0,-19.186,1.0,0.036,0.94,0.62,0.114,0.206,119.858,188686.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,lindsayIris
Sean Christopher,0e4vnHBYwY6LQqrhutIcnj,39.0,[pop folk],Yonder (After Midnight),383kVI3x2bcULzO7q7KDE8,A Thousand Hues (After Midnight),3738blLVr8rHhEclqymyVf,0.0,0.618,0.0493,11.0,-17.546,1.0,0.0366,0.946,9.99e-05,0.113,0.134,138.959,308107.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Sean ChristopherA Thousand Hues (After Midnight)
Kathleen Regan,0zkerR9DfzmD564AOCnjZf,33.0,[unknown],You Never Know,4chIfxhd09rzN1Ids8LvdC,You Never Know,1ZR56cBZQJSRjIox0OKfR9,23.0,0.753,0.212,2.0,-9.689,1.0,0.034,0.85,0.0,0.17,0.548,127.634,198889.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Kathleen ReganYou Never Know
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,70.0,"[australian indie folk, indie folk, stomp and holler]",For All You Give (feat. Lucy Rose),3cukLP76M7U4Lg6iIOFUmf,For All You Give (feat. Lucy Rose),3GVCqeU1ckkSJtY86bwGSs,0.0,0.498,0.141,11.0,-17.14,0.0,0.0386,0.956,0.00348,0.109,0.352,139.099,191235.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,The Paper KitesFor All You Give (feat. Lucy Rose)
Kathleen Regan,0zkerR9DfzmD564AOCnjZf,33.0,[unknown],The Gentleman,5QJ41qgQaQFAqrLE7fEEIP,The Gentleman,33a9kIS4960UhELzZPWhAV,15.0,0.398,0.259,6.0,-10.709,1.0,0.0333,0.885,0.00162,0.0964,0.275,79.385,199259.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Kathleen ReganThe Gentleman
Simon Alexander,4i4s4cwfzGvsURbt6rzKTA,24.0,"[gothenburg indie, swedish indie folk]",Fears,309VRdMJy0D9ncyfR2Ybax,Fears,3m4kJnKzHt0pQ7qeSSBrDk,14.0,0.646,0.295,11.0,-12.541,0.0,0.0313,0.918,0.00741,0.109,0.138,109.027,130690.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Simon AlexanderFears
JJ Draper,7ee7dtYPnmTZDPdqgeBbhC,14.0,[unknown],...if you're awake in the night,39RDZgLiNVykwbO8JiNX2v,...if you're awake in the night,1niuToxn7CcxNRe4X0Rq5n,0.0,0.403,0.233,10.0,-13.621,0.0,0.034,0.864,0.03,0.0946,0.193,85.347,269725.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,JJ Draper...if you're awake in the night
Luca Fogale,3GKdEPHUSBp3iNT4SG2Med,54.0,"[indie folk, indiecoustica, neo mellow, vancouver indie]",Nothing is Lost,0DtpBbI7QACD3pt5vNPGfc,Surviving,0rYn41pw6HzBTT0hqWxbb2,4.0,0.505,0.301,10.0,-9.236,1.0,0.0367,0.688,0.0,0.102,0.311,83.893,196634.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Luca FogaleSurviving
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,70.0,"[australian indie folk, indie folk, stomp and holler]",By My Side (feat. Rosie Carney),2rpCi1oOKq1DdnLwb2QXP2,By My Side (feat. Rosie Carney),3N89qRJrSE6Cj0XunVhbru,0.0,0.437,0.108,11.0,-17.152,1.0,0.0312,0.936,0.107,0.11,0.2,69.388,255792.0,3.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,The Paper KitesBy My Side (feat. Rosie Carney)
Canyon City,6TdfKQvrdHZdr4DIzjuWOr,55.0,"[acoustic pop, indie folk, indiecoustica, neo mellow, viral pop]",Like the Stars Shine,48gDVSccLJOMrdW3ISC3Uy,Like the Stars Shine,2tFrSUnwSvoxLVNkAnL27y,0.0,0.516,0.306,3.0,-16.185,1.0,0.0297,0.885,0.0211,0.15,0.198,90.564,258280.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Canyon CityLike the Stars Shine
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Indie-Folk Compilation - Winter 2020,5ukpQDVtSXH6kQO5oaxIaL,Soon,7iojC8ac7XZSpMGqbV5YSI,0.0,0.592,0.279,2.0,-14.132,1.0,0.0318,0.587,0.0035,0.148,0.23,136.098,228254.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Various ArtistsSoon
The Light the Heat,17EpO9pUubOAhnTopBgQYR,46.0,"[indiecoustica, neo mellow]",Wide Awake,4OwZTFFMgc2Vk9aXztF8kD,Take a Breath,2jfzNrbnJZR0BHOipcAUa6,0.0,0.409,0.324,1.0,-14.451,1.0,0.0276,0.753,0.179,0.0764,0.0696,94.103,237000.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,The Light the HeatTake a Breath
Luke Noa,6I0GEFnsmFxBdyolt4KlJe,44.0,"[german indie, german indie pop]",Roccastrada - Aia Vecchia Session,1sWNWxreb6DJe69nYJ8qfI,Roccastrada - Acoustic,0qCbADNwQGr7Rh0rXt3k0y,12.0,0.475,0.121,7.0,-13.005,1.0,0.0342,0.912,0.0,0.34,0.282,133.59,203526.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Luke NoaRoccastrada - Acoustic
Jordan Hart,2NuHJNDBd9Vq4k09qrXibo,49.0,[modern indie folk],Whole,07aVAtsUjpYZsDcdqSxNY7,Whole,7rYXlhIum6lDqwnq8QF3KZ,21.0,0.347,0.185,0.0,-14.965,1.0,0.0411,0.95,0.0202,0.119,0.0395,119.694,224249.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Jordan HartWhole
Novo Amor,0rZp7G3gIH6WkyeXbrZnGi,74.0,"[ambient folk, indie folk, pop]",Haven (from Life Is Strange),1tCKB58FqUBj5beC5nfpFE,Haven (from Life Is Strange),0bndF6tTweNXPjwpPL7Slt,65.0,0.556,0.261,4.0,-11.668,1.0,0.0289,0.797,0.016,0.0893,0.219,110.841,172500.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Novo AmorHaven (from Life Is Strange)
K E M A L,5Fd7uQWqAWTmcOidyOUhDo,51.0,[swedish pop],moments,32Ce7jGpez2g66TtY6rCnd,moments,58lu3AHXTB5KEzwDaoBF4J,27.0,0.417,0.0967,6.0,-16.64,1.0,0.0389,0.92,7.76e-05,0.0982,0.117,60.622,191093.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,K E M A Lmoments
Some Were At Sea,7Gy4p0XvRTsVopP3TBSAVB,12.0,[unknown],Rebirth,1sv03M6S6yOp4lt3DCgWjW,Pilgrim,5lXInn83RNic633LaRQeu3,14.0,0.191,0.0958,0.0,-21.692,1.0,0.041,0.972,0.932,0.1,0.0543,140.032,352427.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Some Were At SeaPilgrim
Cathartic Fall,34hoESwT0i65olCa02BdhO,32.0,[unknown],Waiting in the Dark,6rYbWyyERqhA65Yh3KHIF6,Waiting in the Dark,79uyzDUkfaxQZfKRtsqqjF,34.0,0.4,0.276,10.0,-14.901,1.0,0.0349,0.939,0.00196,0.0629,0.32,142.886,231549.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Cathartic FallWaiting in the Dark
Firewoodisland,4ueLGSUjr5bROoGkeZU4cW,32.0,[indie anthem-folk],Dearest Brother (Unplugged),0P5rh7UneBvFsPNdeen7Em,Dearest Brother (Unplugged),4kCb1TB0dUB6qRF68rw8Wi,16.0,0.561,0.18,4.0,-13.022,0.0,0.0362,0.957,3.82e-05,0.0852,0.19,136.625,253927.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,FirewoodislandDearest Brother (Unplugged)
Mikayla Geier,3L7svRFWE5kcIReq1uwC5J,39.0,[unknown],slow down,5SvPaamUWNggvNOhUYpT85,slow down,6VroIn0ifuE9zyIYYUB1Js,22.0,0.463,0.0316,10.0,-18.261,1.0,0.0386,0.907,0.408,0.111,0.0729,126.863,136062.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Mikayla Geierslow down
Arther Blue,34Jg3x6gzWlzTfeyfBistC,7.0,[unknown],Lost in Time,5i7wcqh1G8RfTNBkVgQOYg,Lost in Time,1wix8GgEd51W6jJ0gL1pNT,15.0,0.391,0.159,5.0,-16.566,1.0,0.0327,0.877,0.284,0.109,0.32,155.905,160885.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Arther BlueLost in Time
Searching for Light,27FFgSR0AyQxn3TmXwK2AH,25.0,[unknown],Imagination,1CrkCdn5urWaiq5vyeBqnD,Imagination,0rh3iquqs9MLvmbxw0IeZp,17.0,0.519,0.221,8.0,-13.651,1.0,0.0353,0.871,0.0,0.111,0.494,131.951,158182.0,3.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Searching for LightImagination
Hollow Coves,7IAFAOtc9kTYNTizhLSWM6,67.0,[indie folk],Lonely Nights (feat. Priscilla Ahn),65ndmszcqkSAetDsBALeVq,Lonely Nights (feat. Priscilla Ahn),2rkk5vdzvYkahw9t0tAYgm,0.0,0.505,0.312,10.0,-15.867,1.0,0.0309,0.868,0.212,0.339,0.575,170.033,219533.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Hollow CovesLonely Nights (feat. Priscilla Ahn)
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,70.0,"[australian indie folk, indie folk, stomp and holler]",Roses,5EY9uxrUOSqG64coGCPA6q,Dearest (feat. Lydia Cole),1k4zs9TiBosdMwZMHeBgBU,0.0,0.478,0.099,9.0,-18.948,1.0,0.0297,0.945,0.115,0.112,0.152,90.595,194923.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,The Paper KitesDearest (feat. Lydia Cole)
Dominic Romano,1wYPq0UACvcAp42cmtG3Sr,6.0,[unknown],Never in My Dreams,2YslFwsrJcZ5xHwVAXFC9g,Never in My Dreams,0GiIGTxhKTGHevFDCQtm0H,13.0,0.459,0.283,4.0,-14.4,1.0,0.0366,0.827,0.00705,0.107,0.231,176.082,183409.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,Dominic RomanoNever in My Dreams
YAS,7gPc9VjYGK7UT9MfOJybeY,41.0,[unknown],BLUE.,2rmN4DkOxAUWcOzsb6pbaf,worth it,6cBcNlf0IXnS1TXnwRtBsO,23.0,0.422,0.167,4.0,-15.514,0.0,0.0462,0.827,3.52e-05,0.136,0.0803,135.317,188569.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,YASworth it
Couchsleepers,0tp0U6LLcHu1k0ssdTovp4,9.0,[unknown],Monsters,1vaGxWJMDLvVVB5hV8O5rs,After All,0oedv2VaYo4aNtNV21lH00,9.0,0.579,0.133,0.0,-15.503,1.0,0.0309,0.896,0.0687,0.119,0.11,78.057,278632.0,4.0,"Indie For Sleeping 😴 | alexrainbirdMusic (Folk, Acoustic, Chill)",alexrainbirdMusic,CouchsleepersAfter All
